case,repeat,true_interruption,detected_interruption,status,selected_window_samples,confidence,true_retained_pu,duration_s,minimum_retained_rms_pu,median_retained_rms_pu,subtype
offset_step,2,False,False,rejected,9,0.0,1.0,,,,none
offset_step,3,False,False,rejected,9,0.0,1.0,,,,none
offset_step,4,False,False,rejected,9,0.0,1.0,,,,none
offset_step,5,False,False,rejected,9,0.0,1.0,,,,none
offset_step,6,False,False,rejected,9,0.0,1.0,,,,none
offset_step,7,False,False,rejected,9,0.0,1.0,,,,none
offset_step,8,False,False,rejected,9,0.0,1.0,,,,none
offset_step,9,False,False,rejected,9,0.0,1.0,,,,none
offset_step,10,False,False,rejected,9,0.0,1.0,,,,none
offset_step,11,False,False,rejected,9,0.0,1.0,,,,none
offset_step,12,False,False,rejected,9,0.0,1.0,,,,none
offset_step,13,False,False,rejected,9,0.0,1.0,,,,none
offset_step,14,False,False,rejected,9,0.0,1.0,,,,none
offset_step,15,False,False,rejected,9,0.0,1.0,,,,none
offset_step,16,False,False,rejected,9,0.0,1.0,,,,none
offset_step,17,False,False,rejected,9,0.0,1.0,,,,none
offset_step,18,False,False,rejected,9,0.0,1.0,,,,none
offset_step,19,False,False,rejected,9,0.0,1.0,,,,none
offset_step,20,False,False,rejected,9,0.0,1.0,,,,none
offset_step,21,False,False,rejected,9,0.0,1.0,,,,none
offset_step,22,False,False,rejected,9,0.0,1.0,,,,none
offset_step,23,False,False,rejected,9,0.0,1.0,,,,none
offset_step,24,False,False,rejected,9,0.0,1.0,,,,none
offset_step,25,False,False,rejected,9,0.0,1.0,,,,none
offset_step,26,False,False,rejected,9,0.0,1.0,,,,none
offset_step,27,False,False,rejected,9,0.0,1.0,,,,none
offset_step,28,False,False,rejected,9,0.0,1.0,,,,none
offset_step,29,False,False,rejected,9,0.0,1.0,,,,none
impulse_only,0,False,False,rejected,9,0.0,1.0,,,,none
impulse_only,1,False,False,rejected,9,0.0,1.0,,,,none
impulse_only,2,False,False,rejected,9,0.0,1.0,,,,none
impulse_only,3,False,False,rejected,9,0.0,1.0,,,,none
impulse_only,4,False,False,rejected,9,0.0,1.0,,,,none
impulse_only,5,False,False,rejected,9,0.0,1.0,,,,none
impulse_only,6,False,False,rejected,9,0.0,1.0,,,,none
impulse_only,7,False,False,rejected,9,0.0,1.0,,,,none
impulse_only,8,False,False,rejected,9,0.0,1.0,,,,none
impulse_only,9,False,False,rejected,9,0.0,1.0,,,,none
impulse_only,10,False,False,rejected,9,0.0,1.0,,,,none
impulse_only,11,False,False,rejected,9,0.0,1.0,,,,none
impulse_only,12,False,False,rejected,9,0.0,1.0,,,,none
impulse_only,13,False,False,rejected,9,0.0,1.0,,,,none
impulse_only,14,False,False,rejected,9,0.0,1.0,,,,none
impulse_only,15,False,False,rejected,9,0.0,1.0,,,,none
impulse_only,16,False,False,rejected,9,0.0,1.0,,,,none
impulse_only,17,False,False,rejected,9,0.0,1.0,,,,none
impulse_only,18,False,False,rejected,9,0.0,1.0,,,,none
impulse_only,19,False,False,rejected,9,0.0,1.0,,,,none
impulse_only,20,False,False,rejected,9,0.0,1.0,,,,none
impulse_only,21,False,False,rejected,9,0.0,1.0,,,,none
impulse_only,22,False,False,rejected,9,0.0,1.0,,,,none
impulse_only,23,False,False,rejected,9,0.0,1.0,,,,none
impulse_only,24,False,False,rejected,9,0.0,1.0,,,,none
impulse_only,25,False,False,rejected,9,0.0,1.0,,,,none
impulse_only,26,False,False,rejected,9,0.0,1.0,,,,none
impulse_only,27,False,False,rejected,9,0.0,1.0,,,,none
impulse_only,28,False,False,rejected,9,0.0,1.0,,,,none
impulse_only,29,False,False,rejected,9,0.0,1.0,,,,none
subcycle_dropout,0,False,False,rejected,9,0.0,1.0,,,,none
subcycle_dropout,1,False,False,rejected,9,0.0,1.0,,,,none
subcycle_dropout,2,False,False,rejected,9,0.0,1.0,,,,none
subcycle_dropout,3,False,False,rejected,9,0.0,1.0,,,,none
subcycle_dropout,4,False,False,rejected,9,0.0,1.0,,,,none
subcycle_dropout,5,False,False,rejected,9,0.0,1.0,,,,none
subcycle_dropout,6,False,False,rejected,9,0.0,1.0,,,,none
subcycle_dropout,7,False,False,rejected,9,0.0,1.0,,,,none
subcycle_dropout,8,False,False,rejected,9,0.0,1.0,,,,none
subcycle_dropout,9,False,False,rejected,9,0.0,1.0,,,,none
subcycle_dropout,10,False,False,rejected,9,0.0,1.0,,,,none
subcycle_dropout,11,False,False,rejected,9,0.0,1.0,,,,none
subcycle_dropout,12,False,False,rejected,9,0.0,1.0,,,,none
subcycle_dropout,13,False,False,rejected,9,0.0,1.0,,,,none
subcycle_dropout,14,False,False,rejected,9,0.0,1.0,,,,none
subcycle_dropout,15,False,False,rejected,9,0.0,1.0,,,,none
subcycle_dropout,16,False,False,rejected,9,0.0,1.0,,,,none
subcycle_dropout,17,False,False,rejected,9,0.0,1.0,,,,none
subcycle_dropout,18,False,False,rejected,9,0.0,1.0,,,,none
subcycle_dropout,19,False,False,rejected,9,0.0,1.0,,,,none
subcycle_dropout,20,False,False,rejected,9,0.0,1.0,,,,none
subcycle_dropout,21,False,False,rejected,9,0.0,1.0,,,,none
subcycle_dropout,22,False,False,rejected,9,0.0,1.0,,,,none
subcycle_dropout,23,False,False,rejected,9,0.0,1.0,,,,none
subcycle_dropout,24,False,False,rejected,9,0.0,1.0,,,,none
subcycle_dropout,25,False,False,rejected,9,0.0,1.0,,,,none
subcycle_dropout,26,False,False,rejected,9,0.0,1.0,,,,none
subcycle_dropout,27,False,False,rejected,9,0.0,1.0,,,,none
subcycle_dropout,28,False,False,rejected,9,0.0,1.0,,,,none
subcycle_dropout,29,False,False,rejected,9,0.0,1.0,,,,none
